Country Name,ISO3,Year,Avg_FDI_Restriction_Index,FDI_Flows_Millions_USD,Mineral_Rents_GDP_Percent,Mineral_Rents_Log,FDI_Restriction_Scaled,FDI_Flows_Scaled
Angola,AGO,1995,0.003981915,2921,0,0,-0.338205697,-0.2664121
Angola,AGO,1996,0.003981915,3101,0,0,-0.338205697,-0.266106692
Angola,AGO,1997,0.003981915,3513,0,0,-0.338205697,-0.265407647
Angola,AGO,1998,0.003981915,4627,0,0,-0.338205697,-0.26351751
Angola,AGO,1999,0.003981915,7099,0,0,-0.338205697,-0.259323239
Angola,AGO,2000,0.003981915,7977,0,0,-0.338205697,-0.257833526
Angola,AGO,2001,0.003981915,10123,0,0,-0.338205697,-0.254192383
Angola,AGO,2002,0.003981915,11866,0,0,-0.338205697,-0.251235015
Angola,AGO,2003,0.003981915,15443,0,0,-0.338205697,-0.245165877
Angola,AGO,2004,0.003981915,17640,0,0,-0.338205697,-0.241438202
Angola,AGO,2005,0.003981915,16336,0,0,-0.338205697,-0.243650714
Angola,AGO,2006,0.003981915,16299,0,0,-0.338205697,-0.243713492
Angola,AGO,2007,0.003981915,15405,0,0,-0.338205697,-0.245230352
Angola,AGO,2008,0.003981915,17084,0,0,-0.338205697,-0.242381574
Angola,AGO,2009,0.003981915,19290,0,0,-0.338205697,-0.238638628
Angola,AGO,2010,0.003981915,32458,0,0,-0.338205697,-0.21629633
Angola,AGO,2011,0.003981915,43275,0,0,-0.338205697,-0.197943001
Angola,AGO,2012,0.003981915,41811,0,0,-0.338205697,-0.200426987
Angola,AGO,2013,0.003981915,34691,0,0,-0.338205697,-0.212507573
Angola,AGO,2014,0.003981915,25479,0,0,-0.338205697,-0.22813768
Angola,AGO,2015,0.003981915,32312,0,0,-0.338205697,-0.21654405
Angola,AGO,2016,0.003981915,29184,0,0,-0.338205697,-0.221851364
Angola,AGO,2017,0.003981915,29436,0,0,-0.338205697,-0.221423792
Angola,AGO,2018,0.003981915,22717,0,0,-0.338205697,-0.232823997
Angola,AGO,2019,0.003981915,18879,0,0,-0.338205697,-0.239335976
Angola,AGO,2020,0.003981915,21595,0,0,-0.338205697,-0.234727708
Angola,AGO,2021,0.003834567,20861,0,0,-0.356055391,-0.235973094
Albania,ALB,1995,0.003630469,211,0.037183656,0.036509017,-0.380779764,-0.271010188
Albania,ALB,1996,0.003630469,301,0.037460468,0.036775869,-0.380779764,-0.270857484
Albania,ALB,1997,0.003630469,349,0.008600433,0.00856366,-0.380779764,-0.270776042
Albania,ALB,1998,0.003630469,394,0.018331495,0.018165499,-0.380779764,-0.27069969
Albania,ALB,1999,0.003630469,435,0.005672402,0.005656375,-0.380779764,-0.270630125
Albania,ALB,2000,0.003630469,247,0,0,-0.380779764,-0.270949107
Albania,ALB,2001,0.003630469,327,0,0,-0.380779764,-0.27081337
Albania,ALB,2002,0.003630469,360,0,0,-0.380779764,-0.270757378
Albania,ALB,2003,0.003630469,483,0,0,-0.380779764,-0.270548683
Albania,ALB,2004,0.003630469,837,0.00996934,0.009919974,-0.380779764,-0.269948047
Albania,ALB,2005,0.003630469,1020,0.025123242,0.024812841,-0.380779764,-0.269637548
Albania,ALB,2006,0.003630469,1392,0.121229707,0.114426036,-0.380779764,-0.269006372
Albania,ALB,2007,0.003630469,2693,0.834611353,0.606832662,-0.380779764,-0.26679895
Albania,ALB,2008,0.003630469,2869,0.078706623,0.075762752,-0.380779764,-0.266500329
Albania,ALB,2009,0.003630469,3258,0.0418367,0.040985213,-0.380779764,-0.265840308
Albania,ALB,2010,0.003630469,3255,0.142023694,0.132801859,-0.380779764,-0.265845398
Albania,ALB,2011,0.003630469,4399,0.218928064,0.197971836,-0.380779764,-0.26390436
Albania,ALB,2012,0.003630469,4303,0.165774444,0.153385625,-0.380779764,-0.264067244
Albania,ALB,2013,0.003630469,3931,0.111634516,0.105831469,-0.380779764,-0.264698421
Albania,ALB,2014,0.003630469,4295,0.105381258,0.100190305,-0.380779764,-0.264080818
Albania,ALB,2015,0.003630469,4337,0.065794847,0.063720856,-0.380779764,-0.264009556
Albania,ALB,2016,0.003630469,4985,0.002694133,0.00269051,-0.380779764,-0.262910087
Albania,ALB,2017,0.003630469,6742,0,0,-0.380779764,-0.259928965
Albania,ALB,2018,0.003630469,7664,0.040868827,0.040055775,-0.380779764,-0.258364597
Albania,ALB,2019,0.003630469,8188,0.036388555,0.035742127,-0.380779764,-0.25747552
Albania,ALB,2020,0.003630469,9608,0.038933811,0.038195006,-0.380779764,-0.255066189
Albania,ALB,2021,0.003630469,9786,0.180213706,0.165695529,-0.380779764,-0.254764175
Argentina,ARG,1995,0.004652083,27991,0.006198879,0.006179745,-0.257021739,-0.223875541
Argentina,ARG,1996,0.004652083,33557,0.005517457,0.005502292,-0.257021739,-0.214431644
Argentina,ARG,1997,0.004652083,42013,0.004537976,0.00452771,-0.257021739,-0.200084251
Argentina,ARG,1998,0.004652083,47797,0.014256334,0.014155668,-0.257021739,-0.190270471
Argentina,ARG,1999,0.004652083,61926,0.022251984,0.022008021,-0.257021739,-0.166297633
Argentina,ARG,2000,0.004652083,67601,0.002020369,0.002018331,-0.257021739,-0.156668795
Argentina,ARG,2001,0.004652083,79504,0.001119119,0.001118493,-0.257021739,-0.136472837
Argentina,ARG,2002,0.004652083,43146,0.199715933,0.182084806,-0.257021739,-0.198161877
Argentina,ARG,2003,0.004652083,48262,0.189784358,0.173772079,-0.257021739,-0.1894815
Argentina,ARG,2004,0.004652083,52507,0.226514484,0.204176394,-0.257021739,-0.182278959
Argentina,ARG,2005,0.004652083,55139,0.208636459,0.189492831,-0.257021739,-0.177813215
Argentina,ARG,2006,0.004652083,59882,0.550799858,0.438770835,-0.257021739,-0.169765712
Argentina,ARG,2007,0.004652083,66226,0.431152491,0.358480057,-0.257021739,-0.159001773
Argentina,ARG,2008,0.004652083,75235,0.308451844,0.26884464,-0.257021739,-0.143716099
Argentina,ARG,2009,0.004652083,78205,0.299002838,0.261596922,-0.257021739,-0.138676865
Argentina,ARG,2010,0.004652083,85591,0.522757302,0.420522706,-0.257021739,-0.126144954
Argentina,ARG,2011,0.004652083,92295,0.516427776,0.416357422,-0.257021739,-0.114770199
Argentina,ARG,2012,0.004652083,98706,0.431941664,0.35903133,-0.257021739,-0.103892581
Argentina,ARG,2013,0.004652083,88338,0.230446182,0.207376853,-0.257021739,-0.121484087
Argentina,ARG,2014,0.004652083,89716,0.237871847,0.213393653,-0.257021739,-0.119146018
Argentina,ARG,2015,0.004652083,79773,0.076578009,0.073787501,-0.257021739,-0.136016422
Argentina,ARG,2016,0.004652083,74868,0.145541934,0.13587783,-0.257021739,-0.144338792
Argentina,ARG,2017,0.004652083,80700,0.103008865,0.098041777,-0.257021739,-0.13444357
Argentina,ARG,2018,0.004652083,72589,0.182567164,0.167687638,-0.257021739,-0.148205598
Argentina,ARG,2019,0.004652083,70458,0.187297066,0.171679351,-0.257021739,-0.15182129
Argentina,ARG,2020,0.004652083,85269,0.257461778,0.229095227,-0.257021739,-0.126691295
Argentina,ARG,2021,0.008140385,99995,0.580266655,0.457593602,0.165550159,-0.10170552
Armenia,ARM,1995,0.00825,66,0.551537755,0.439246539,0.178828888,-0.271256211
Armenia,ARM,1996,0.00825,84,0.281076391,0.247700655,0.178828888,-0.271225671
Armenia,ARM,1997,0.00825,103,0.291894849,0.256110016,0.178828888,-0.271193433
Armenia,ARM,1998,0.00825,103,0.088170258,0.084497623,0.178828888,-0.271193433
Armenia,ARM,1999,0.00825,421,0.148454247,0.138416905,0.178828888,-0.270653879
Armenia,ARM,2000,0.00825,513,0.271357452,0.240085189,0.178828888,-0.270497781
Armenia,ARM,2001,0.00825,580,0.280957152,0.247607573,0.178828888,-0.270384102
Armenia,ARM,2002,0.00825,684,0.570610604,0.451464463,0.178828888,-0.270207644
Armenia,ARM,2003,0.00825,795,0.006165259,0.006146332,0.178828888,-0.270019309
Armenia,ARM,2004,0.00825,1039,0,0,0.178828888,-0.269605311
Armenia,ARM,2005,0.00825,1383,0,0,0.178828888,-0.269021642
Armenia,ARM,2006,0.00825,1880,0,0,0.178828888,-0.268178377
Armenia,ARM,2007,0.00825,2586,0,0,0.178828888,-0.266980498
Armenia,ARM,2008,0.00825,3643,0,0,0.178828888,-0.265187074
Armenia,ARM,2009,0.00825,3734,0.032994057,0.032461437,0.178828888,-0.265032673
Armenia,ARM,2010,0.00825,4405,2.356602742,1.210929374,0.178828888,-0.26389418
Armenia,ARM,2011,0.00825,5241,2.46981729,1.244101938,0.178828888,-0.262475729
Armenia,ARM,2012,0.00825,5287,1.137141993,0.759469419,0.178828888,-0.26239768
Armenia,ARM,2013,0.00825,5491,0.864490764,0.622987967,0.178828888,-0.262051551
Armenia,ARM,2014,0.00825,4213,0.0660727,0.063981522,0.178828888,-0.264219948
Armenia,ARM,2015,0.00825,4338,0.495863085,0.402703355,0.178828888,-0.264007859
Armenia,ARM,2016,0.00825,4635,0,0,0.178828888,-0.263503936
Armenia,ARM,2017,0.00825,4755,0,0,0.178828888,-0.263300331
Armenia,ARM,2018,0.00825,5527,0.826353695,0.602321463,0.178828888,-0.261990469
Armenia,ARM,2019,0.00825,5521,1.94779106,1.081056097,0.178828888,-0.26200065
Armenia,ARM,2020,0.00825,5229,2.151672223,1.147933176,0.178828888,-0.262496089
Armenia,ARM,2021,0.00825,5629,6.786568475,2.052400259,0.178828888,-0.261817405
Australia,AUS,1995,0.009164043,111311,0.862292199,0.621808094,0.289555794,-0.082505532
Australia,AUS,1996,0.009164043,122702,0.8236615,0.600846293,0.289555794,-0.06317829
Australia,AUS,1997,0.009164043,106451,0.769712288,0.570816984,0.289555794,-0.09075155
Australia,AUS,1998,0.009164043,113102,1.024913779,0.705527121,0.289555794,-0.079466721
Australia,AUS,1999,0.009164043,127144,0.901811388,0.642806794,0.289555794,-0.055641497
Australia,AUS,2000,0.009164043,121686,0.944083749,0.664790786,0.289555794,-0.064902149
Australia,AUS,2001,0.009164043,123671,1.14917514,0.765084113,0.289555794,-0.061534177
Australia,AUS,2002,0.009164043,154275,1.027249698,0.706680046,0.289555794,-0.009608016
Australia,AUS,2003,0.009164043,219094,0.75689793,0.563549714,0.289555794,0.100371132
Australia,AUS,2004,0.009164043,291010,0.902925008,0.64339218,0.289555794,0.222391842
Australia,AUS,2005,0.009164043,247748,1.903139001,1.065792566,0.289555794,0.148988706
Australia,AUS,2006,0.009164043,302079,2.80480565,1.336264912,0.289555794,0.241172742
Australia,AUS,2007,0.009164043,391761,4.253489766,1.658892573,0.289555794,0.39333723
Australia,AUS,2008,0.009164043,307751,4.12640451,1.634404538,0.289555794,0.25079649
Australia,AUS,2009,0.009164043,439623,2.376292199,1.216778125,0.289555794,0.474545239
Australia,AUS,2010,0.009164043,527728,4.855348362,1.767355493,0.289555794,0.624034013
Australia,AUS,2011,0.009164043,555575,5.028480035,1.796494912,0.289555794,0.67128234
Australia,AUS,2012,0.009164043,615814,3.045172491,1.397524193,0.289555794,0.773490549
Australia,AUS,2013,0.009164043,569825,3.55343966,1.515882917,0.289555794,0.69546048
Australia,AUS,2014,0.009164043,582538,2.91578772,1.365016515,0.289555794,0.717030775
Australia,AUS,2015,0.009164043,566429,1.851790924,1.047947191,0.289555794,0.689698448
Australia,AUS,2016,0.009164043,611138,2.588433725,1.277715819,0.289555794,0.765556726
Australia,AUS,2017,0.009164043,700460,3.185874884,1.431715734,0.289555794,0.917110397
Australia,AUS,2018,0.009164043,699981,2.861055972,1.350940714,0.289555794,0.916297672
Australia,AUS,2019,0.009164043,726119,3.31748181,1.462672318,0.289555794,0.96064632
Australia,AUS,2020,0.009164043,788392,4.088047232,1.626894109,0.289555794,1.06630564
Australia,AUS,2021,0.009094599,773040,10.46577549,2.439366554,0.281143367,1.040257723
Austria,AUT,1995,0.003195,19001,0.002672256,0.002668692,-0.433532353,-0.239128978
Austria,AUT,1996,0.003195,19579,0.001716398,0.001714927,-0.433532353,-0.238148278
Austria,AUT,1997,0.003195,19790,0.001561404,0.001560186,-0.433532353,-0.237790272
Austria,AUT,1998,0.003195,23471,0.008739189,0.008701223,-0.433532353,-0.231544677
Austria,AUT,1999,0.003195,23471,0.007315056,0.007288431,-0.433532353,-0.231544677
Austria,AUT,2000,0.003195,31165,0.006707654,0.006685258,-0.433532353,-0.218490178
Austria,AUT,2001,0.003195,34999,0.004798174,0.004786699,-0.433532353,-0.211984986
Austria,AUT,2002,0.003195,44895,0.003936507,0.003928779,-0.433532353,-0.195194328
Austria,AUT,2003,0.003195,57636,0.001858661,0.001856936,-0.433532353,-0.173576526
Austria,AUT,2004,0.003195,70714,0.001953311,0.001951406,-0.433532353,-0.151386932
Austria,AUT,2005,0.003195,82551,0.013494247,0.013404011,-0.433532353,-0.131302957
Austria,AUT,2006,0.003195,109050,0.014003224,0.013906085,-0.433532353,-0.086341797
Austria,AUT,2007,0.003195,159552,0.033589372,0.033037571,-0.433532353,-0.000654469
Austria,AUT,2008,0.003195,145795,0.039573196,0.03881024,-0.433532353,-0.02399613
Austria,AUT,2009,0.003195,169125,0.010972674,0.010912911,-0.433532353,0.015588151
Austria,AUT,2010,0.003195,160615,0.04501931,0.044035364,-0.433532353,0.001149136
Austria,AUT,2011,0.003195,152769,0.04887748,0.047720526,-0.433532353,-0.012163263
Austria,AUT,2012,0.003195,164714,0.030747361,0.030284132,-0.433532353,0.008103956
Austria,AUT,2013,0.003195,179763,0.033602767,0.033050531,-0.433532353,0.033637769
Austria,AUT,2014,0.003195,176937,0.018417947,0.018250391,-0.433532353,0.028842862
Austria,AUT,2015,0.003195,161125,0.009146728,0.00910515,-0.433532353,0.002014459
Austria,AUT,2016,0.003195,152273,0.011742427,0.01167402,-0.433532353,-0.013004832
Austria,AUT,2017,0.003195,193223,0.015395277,0.015277972,-0.433532353,0.056475507
Austria,AUT,2018,0.003195,187311,0,0,-0.433532353,0.046444548
Austria,AUT,2019,0.003195,193976,0,0,-0.433532353,0.057753131
Austria,AUT,2020,0.003195,206174,0,0,-0.433532353,0.078449618
Austria,AUT,2021,0.003310187,211502,0,0,-0.419578633,0.087489698
Azerbaijan,AZE,1995,0.003430597,330,0,0,-0.404992201,-0.270808279
Azerbaijan,AZE,1996,0.003430597,957,0,0,-0.404992201,-0.269744441
Azerbaijan,AZE,1997,0.003430597,2089,0,0,-0.404992201,-0.267823764
Azerbaijan,AZE,1998,0.003430597,3095,0.001575562,0.001574322,-0.404992201,-0.266116872
Azerbaijan,AZE,1999,0.003430597,3605,0,0,-0.404992201,-0.265251549
Azerbaijan,AZE,2000,0.003430597,1791,0,0,-0.404992201,-0.268329384
Azerbaijan,AZE,2001,0.003430597,2018,0,0,-0.404992201,-0.26794423
Azerbaijan,AZE,2002,0.003430597,3410,0.000284928,0.000284887,-0.404992201,-0.265582408
Azerbaijan,AZE,2003,0.003430597,6695,9.80E-05,9.80E-05,-0.404992201,-0.26000871
Azerbaijan,AZE,2004,0.003430597,10251,0.000682309,0.000682076,-0.404992201,-0.253975204
Azerbaijan,AZE,2005,0.003430597,11930,0.001147864,0.001147206,-0.404992201,-0.251126425
Azerbaijan,AZE,2006,0.003430597,19099,0.001211635,0.001210902,-0.404992201,-0.2389627
Azerbaijan,AZE,2007,0.003430597,18515,0.003233602,0.003228385,-0.404992201,-0.239953579
Azerbaijan,AZE,2008,0.003430597,13766,0.004838265,0.004826598,-0.404992201,-0.248011263
Azerbaijan,AZE,2009,0.003430597,13780,0.012877153,0.012794947,-0.404992201,-0.247987509
Azerbaijan,AZE,2010,0.003430597,14253,0.094985555,0.090741171,-0.404992201,-0.247184964
Azerbaijan,AZE,2011,0.003430597,14816,0.116719549,0.110395413,-0.404992201,-0.246229716
Azerbaijan,AZE,2012,0.003430597,16281,0.087836131,0.084190522,-0.404992201,-0.243744033
Azerbaijan,AZE,2013,0.003430597,18285,0.057982751,0.05636403,-0.404992201,-0.240343823
Azerbaijan,AZE,2014,0.003430597,22117,0.050603108,0.049364388,-0.404992201,-0.233842024
Azerbaijan,AZE,2015,0.003430597,26748,0.073185134,0.070630987,-0.404992201,-0.225984553
Azerbaijan,AZE,2016,0.003430597,31229,0.109557378,0.103961177,-0.404992201,-0.218381588
Azerbaijan,AZE,2017,0.003430597,34008,0.309498967,0.269644596,-0.404992201,-0.213666427
Azerbaijan,AZE,2018,0.003430597,35486,0.152776195,0.142173116,-0.404992201,-0.211158687
Azerbaijan,AZE,2019,0.003430597,36931,0.17409348,0.160496343,-0.404992201,-0.208706939
Azerbaijan,AZE,2020,0.003430597,37832,0.240132615,0.215218321,-0.404992201,-0.207178202
Azerbaijan,AZE,2021,0.003430597,36243,0.349496289,0.299731404,-0.404992201,-0.209874277
Burundi,BDI,1995,0.024947917,34,0.279591504,0.246540889,2.201609736,-0.271310506
Burundi,BDI,1996,0.024947917,34,0.90906014,0.646611048,2.201609736,-0.271310506
Burundi,BDI,1997,0.024947917,34,0,0,2.201609736,-0.271310506
Burundi,BDI,1998,0.024947917,36,0,0,2.201609736,-0.271307113
Burundi,BDI,1999,0.024947917,35,0,0,2.201609736,-0.271308809
Burundi,BDI,2000,0.024947917,47,0,0,2.201609736,-0.271288449
Burundi,BDI,2001,0.024947917,47,0.095659396,0.09135637,2.201609736,-0.271288449
Burundi,BDI,2002,0.024947917,47,0.151905256,0.141417316,2.201609736,-0.271288449
Burundi,BDI,2003,0.024947917,47,0.0838956,0.080561588,2.201609736,-0.271288449
Burundi,BDI,2004,0.024947917,47,0.103358958,0.098359125,2.201609736,-0.271288449
Burundi,BDI,2005,0.024947917,47,0.130980425,0.123084889,2.201609736,-0.271288449
Burundi,BDI,2006,0.024947917,10,0.321245039,0.278574503,2.201609736,-0.271351227
Burundi,BDI,2007,0.024947917,9,0.345131802,0.296492002,2.201609736,-0.271352924
Burundi,BDI,2008,0.024947917,12,0.390316646,0.329531524,2.201609736,-0.271347834
Burundi,BDI,2009,0.024947917,13,0.271088031,0.239873251,2.201609736,-0.271346137
Burundi,BDI,2010,0.024947917,13,0.189455217,0.173495401,2.201609736,-0.271346137
Burundi,BDI,2011,0.024947917,15,0.384587492,0.325402256,2.201609736,-0.271342744
Burundi,BDI,2012,0.024947917,14,0.434074064,0.360519389,2.201609736,-0.27134444
Burundi,BDI,2013,0.024947917,132,0.217091977,0.196464388,2.201609736,-0.271144228
Burundi,BDI,2014,0.024947917,212,0.261465662,0.232274269,2.201609736,-0.271008491
Burundi,BDI,2015,0.024947917,252,0.142891183,0.133561177,2.201609736,-0.270940623
Burundi,BDI,2016,0.024947917,241,0.164040128,0.151896823,2.201609736,-0.270959287
Burundi,BDI,2017,0.024947917,231,0.270235283,0.239202146,2.201609736,-0.270976254
Burundi,BDI,2018,0.024947917,227,0,0,2.201609736,-0.270983041
Burundi,BDI,2019,0.024947917,228,0,0,2.201609736,-0.270981344
Burundi,BDI,2020,0.024947917,234,0,0,2.201609736,-0.270971164
Burundi,BDI,2021,0.024947917,242,0,0,2.201609736,-0.27095759
Belgium,BEL,1995,0.0020165,112960,0,0,-0.576295503,-0.079707655
Belgium,BEL,1996,0.0020165,123883,0,0,-0.576295503,-0.061174474
Belgium,BEL,1997,0.0020165,128728,0,0,-0.576295503,-0.052953906
Belgium,BEL,1998,0.0020165,180492,0,0,-0.576295503,0.034874672
Belgium,BEL,1999,0.0020165,179924,0,0,-0.576295503,0.03391094
Belgium,BEL,2000,0.0020165,195219,0,0,-0.576295503,0.059862143
Belgium,BEL,2001,0.0020165,203537,0,0,-0.576295503,0.07397539
Belgium,BEL,2005,0.0020165,378156,0,0,-0.576295503,0.370253469
Belgium,BEL,2006,0.0020165,481356,0,0,-0.576295503,0.545354104
Belgium,BEL,2007,0.0020165,810944,0,0,-0.576295503,1.104569879
Belgium,BEL,2008,0.0020165,407403,0,0,-0.576295503,0.419877192
Belgium,BEL,2009,0.0020165,458295,0,0,-0.576295503,0.506226238
Belgium,BEL,2010,0.0020165,473358,0,0,-0.576295503,0.531783805
Belgium,BEL,2011,0.0020165,484120,0,0,-0.576295503,0.550043815
Belgium,BEL,2012,0.0020165,561811,0,0,-0.576295503,0.681863034
Belgium,BEL,2013,0.0020165,625201,0,0,-0.576295503,0.789417581
Belgium,BEL,2014,0.0020165,556045,0,0,-0.576295503,0.672079795
Belgium,BEL,2015,0.0020165,549341,0,0,-0.576295503,0.66070504
Belgium,BEL,2016,0.0020165,517412,0,0,-0.576295503,0.606530736
Belgium,BEL,2017,0.0020165,580176,0,0,-0.576295503,0.713023142
Belgium,BEL,2018,0.0020165,502433,0,0,-0.576295503,0.581115694
Belgium,BEL,2019,0.0020165,556595,0,0,-0.576295503,0.673012986
Belgium,BEL,2020,0.0020165,588902,0,0,-0.576295503,0.727828647
Belgium,BEL,2021,0.0020165,552239,0,0,-0.576295503,0.66562211
Bangladesh,BGD,1995,0.003848,600,0,0,-0.354428122,-0.270350167
Bangladesh,BGD,1996,0.003848,832,0,0,-0.354428122,-0.26995653
Bangladesh,BGD,1997,0.003848,1407,0,0,-0.354428122,-0.268980921
Bangladesh,BGD,1998,0.003848,1833,0,0,-0.354428122,-0.268258122
Bangladesh,BGD,1999,0.003848,1891,0,0,-0.354428122,-0.268159713
Bangladesh,BGD,2000,0.003848,2162,0,0,-0.354428122,-0.267699904
Bangladesh,BGD,2001,0.003848,2202,0,0,-0.354428122,-0.267632035
Bangladesh,BGD,2002,0.003848,2451,0,0,-0.354428122,-0.267209554
Bangladesh,BGD,2003,0.003848,2876,0,0,-0.354428122,-0.266488452
Bangladesh,BGD,2004,0.003848,3091,0,0,-0.354428122,-0.266123659
Bangladesh,BGD,2005,0.003848,3537,0,0,-0.354428122,-0.265366925
Bangladesh,BGD,2006,0.003848,4187,0,0,-0.354428122,-0.264264063
Bangladesh,BGD,2007,0.003848,4399,0,0,-0.354428122,-0.26390436
Bangladesh,BGD,2008,0.003848,4816,0,0,-0.354428122,-0.263196831
Bangladesh,BGD,2009,0.003848,5279,0,0,-0.354428122,-0.262411254
Bangladesh,BGD,2010,0.003848,6072,0,0,-0.354428122,-0.261065762
Bangladesh,BGD,2011,0.003848,6166,0,0,-0.354428122,-0.260906271
Bangladesh,BGD,2012,0.003848,7750,0,0,-0.354428122,-0.25821868
Bangladesh,BGD,2013,0.003848,8593,0,0,-0.354428122,-0.256788352
Bangladesh,BGD,2014,0.003848,10029,0,0,-0.354428122,-0.254351874
Bangladesh,BGD,2015,0.003848,12912,0,0,-0.354428122,-0.249460254
Bangladesh,BGD,2016,0.003848,14539,0,0,-0.354428122,-0.246699705
Bangladesh,BGD,2017,0.003848,14557,0,0,-0.354428122,-0.246669164
Bangladesh,BGD,2018,0.003848,17062,0,0,-0.354428122,-0.242418901
Bangladesh,BGD,2019,0.003848,14888,0,0,-0.354428122,-0.246107552
Bangladesh,BGD,2020,0.003848,16340,0,0,-0.354428122,-0.243643927
Bangladesh,BGD,2021,0.003756,18433,0,0,-0.365572975,-0.24009271
Bulgaria,BGR,1995,0.003479687,445,0.45905898,0.377791694,-0.399045452,-0.270613158
Bulgaria,BGR,1996,0.003479687,554,0.400762419,0.337016673,-0.399045452,-0.270428216
Bulgaria,BGR,1997,0.003479687,1059,0.467956972,0.383871619,-0.399045452,-0.269571377
Bulgaria,BGR,1998,0.003479687,1597,0.178116689,0.163917137,-0.399045452,-0.268658546
Bulgaria,BGR,1999,0.003479687,2184,0.06521625,0.06317783,-0.399045452,-0.267662576
Bulgaria,BGR,2000,0.003479687,2704,0.043346282,0.042433127,-0.399045452,-0.266780286
Bulgaria,BGR,2001,0.003479687,2945,0.025760204,0.025434,-0.399045452,-0.266371379
Bulgaria,BGR,2002,0.003479687,4118,0.017954483,0.017795205,-0.399045452,-0.264381136
Bulgaria,BGR,2003,0.003479687,6371,0.014564458,0.014459415,-0.399045452,-0.260558445
Bulgaria,BGR,2004,0.003479687,10108,0.109883692,0.104255228,-0.399045452,-0.254217834
Bulgaria,BGR,2005,0.003479687,13869,0.281830643,0.248289246,-0.399045452,-0.247836501
Bulgaria,BGR,2006,0.003479687,23483,1.094883974,0.73949817,-0.399045452,-0.231524316
Bulgaria,BGR,2007,0.003479687,37936,0.896092542,0.639795212,-0.399045452,-0.207001744
Bulgaria,BGR,2008,0.003479687,44059,0.515520517,0.415758956,-0.399045452,-0.196612779
Bulgaria,BGR,2009,0.003479687,49225,0.15992395,0.148354443,-0.399045452,-0.187847567
Bulgaria,BGR,2010,0.003479687,44970,0.724359681,0.544855782,-0.399045452,-0.195067075
Bulgaria,BGR,2011,0.003479687,45679,0.816225356,0.596760367,-0.399045452,-0.193864106
Bulgaria,BGR,2012,0.003479687,48615,0.847075071,0.613603345,-0.399045452,-0.188882561
Bulgaria,BGR,2013,0.003479687,50302,0.608878278,0.475537214,-0.399045452,-0.186020209
Bulgaria,BGR,2014,0.003479687,45462,0.360710359,0.308006886,-0.399045452,-0.194232293
Bulgaria,BGR,2015,0.003479687,43472,0.260084624,0.231178881,-0.399045452,-0.197608749
Bulgaria,BGR,2016,0.003479687,42946,0.177081545,0.163038108,-0.399045452,-0.198501219
Bulgaria,BGR,2017,0.003479687,50925,0.316211256,0.274757349,-0.399045452,-0.184963157
Bulgaria,BGR,2018,0.003479687,50432,0.27043299,0.239357779,-0.399045452,-0.185799636
Bulgaria,BGR,2019,0.003479687,51741,0.248855463,0.222227502,-0.399045452,-0.183578641
Bulgaria,BGR,2020,0.003479687,57830,0.348456224,0.2989604,-0.399045452,-0.173247364
Bulgaria,BGR,2021,0.003479687,55144,0.593627371,0.466012783,-0.399045452,-0.177804731
Bosnia and Herzegovina,BIH,1997,0.00575,109,0.011448777,0.011383736,-0.12402039,-0.271183253
Bosnia and Herzegovina,BIH,1998,0.00575,186,0.052885207,0.051534212,-0.12402039,-0.271052606
Bosnia and Herzegovina,BIH,1999,0.00575,327,0.03898099,0.038240416,-0.12402039,-0.27081337
Bosnia and Herzegovina,BIH,2000,0.00575,450,0.057915437,0.056300403,-0.12402039,-0.270604674
Bosnia and Herzegovina,BIH,2001,0.00575,544,0.031888157,0.031390286,-0.12402039,-0.270445183
Bosnia and Herzegovina,BIH,2002,0.00575,942,0.017736117,0.017580667,-0.12402039,-0.269769892
Bosnia and Herzegovina,BIH,2003,0.00575,1561,0.019704164,0.01951255,-0.12402039,-0.268719628
Bosnia and Herzegovina,BIH,2004,0.00575,2286,0.09018955,0.08635158,-0.12402039,-0.267489512
Bosnia and Herzegovina,BIH,2005,0.00575,2302,0.703806919,0.532865112,-0.12402039,-0.267462364
Bosnia and Herzegovina,BIH,2006,0.00575,3203,0.458670811,0.377525618,-0.12402039,-0.265933627
Bosnia and Herzegovina,BIH,2007,0.00575,5397,0.791281847,0.582931479,-0.12402039,-0.262211042
Bosnia and Herzegovina,BIH,2008,0.00575,6103,0.746316087,0.557508476,-0.12402039,-0.261013164
Bosnia and Herzegovina,BIH,2009,0.00575,6936,0.264643735,0.23479045,-0.12402039,-0.259599803
Bosnia and Herzegovina,BIH,2010,0.00575,6709,0.809638529,0.593127118,-0.12402039,-0.259984956
Bosnia and Herzegovina,BIH,2011,0.00575,7127,1.085857879,0.735180223,-0.12402039,-0.259275731
Bosnia and Herzegovina,BIH,2012,0.00575,7564,0.816582828,0.596957169,-0.12402039,-0.258534268
Bosnia and Herzegovina,BIH,2013,0.00575,8503,0.805134663,0.590635195,-0.12402039,-0.256941056
Bosnia and Herzegovina,BIH,2014,0.00575,7507,0.459672382,0.378212015,-0.12402039,-0.25863098
Bosnia and Herzegovina,BIH,2015,0.00575,7161,0.255856936,0.227818157,-0.12402039,-0.259218043
Bosnia and Herzegovina,BIH,2016,0.00575,7140,0.279700783,0.246626287,-0.12402039,-0.259253674
Bosnia and Herzegovina,BIH,2017,0.00575,8553,0.356165463,0.304661205,-0.12402039,-0.25685622
